Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/audio/latency,6855,0,2,4.259672660245824,1.0155609998037107,1071.0291229988798,33.0,22.139547321209122,0.0,2,3,3,4,11,17,21,24,53,1100,1100
GET,/api/audio/levels,6855,0,3,22.388553895131352,1.0468050022609532,1070.1560310008063,75.43880379285193,22.139547321209122,0.0,3,5,8,10,15,21,77,950,1000,1100,1100
GET,/api/audio/levels (during plugin swap),1698,0,3,24.007803004709928,1.058781002939213,1054.8138670019398,75.28150765606595,5.484019161402347,0.0,3,5,8,10,16,22,110,960,1100,1100,1100
GET,/api/audio/levels/plugins,1698,0,2,3.344777504662167,1.0307459997420665,51.252268996904604,19.48939929328622,5.484019161402347,0.0,2,2,3,4,8,14,18,20,49,51,51
GET,/api/audio/status,4982,0,2,3.556339699741396,1.0315199979231693,90.41530400281772,168.0,16.090331838696404,0.0,2,2,3,4,9,14,18,23,58,90,90
GET,/api/chains/,163,0,4,27.863703545966246,1.3630989997182041,1002.111469002557,1448.2085889570553,0.5264400019485174,0.0,4,8,12,13,19,38,600,990,1000,1000,1000
GET,/api/chains/{id},4982,0,3,18.509003656573096,1.1997139990853611,1076.6338789981091,497.91268566840625,16.090331838696404,0.0,3,5,8,11,16,21,40,910,1100,1100,1100
POST,/api/chains/{id}/activate,4982,0,3,6.0522664421915735,1.1800219981523696,1056.0381400027836,53.220192693697314,16.090331838696404,0.0,3,4,6,7,13,18,24,28,67,1100,1100
POST,/api/chains/{id}/deactivate,4982,0,2,3.5731095214466513,1.1648589970718604,1074.6017829987977,61.698916097952626,16.090331838696404,0.0,2,2,3,3,8,13,17,20,36,1100,1100
POST,/api/plugins/batch/parameters (500 updates),3241,0,5,25.816705287263993,2.6934399975289125,1076.8960000023071,874.8034557235421,10.46743586696408,0.0,5,9,12,14,20,25,80,1000,1100,1100,1100
GET,/api/plugins/discover,163,0,12,16.273723533945738,10.65551500141737,44.48603600030765,85406.0,0.5264400019485174,0.0,12,14,21,22,28,31,34,44,44,44,44
GET,/api/plugins/list,163,0,2,4.177819699258079,1.123150999774225,34.66418999960297,28.01840490797546,0.5264400019485174,0.0,2,3,4,4,11,16,19,25,35,35,35
POST,/api/plugins/load?uri,1698,0,2,4.5837369911087515,1.288257000851445,82.11905300049693,2247.9764428739695,5.484019161402347,0.0,2,3,4,5,12,18,23,25,49,82,82
POST,/api/plugins/unload?uri,1698,0,2,3.357004198436456,1.167768998129759,51.381309000134934,107.81861012956419,5.484019161402347,0.0,2,2,3,3,8,13,16,22,47,51,51
,Aggregated,44160,0,2,11.142032246261365,1.0155609998037107,1076.8960000023071,584.0478713768116,142.62325451562288,0.0,2,4,5,8,14,18,25,44,1000,1100,1100
