Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/audio/latency,4966,0,7,24.969651486628596,1.4929859898984432,1326.6441239975393,33.04188481675393,16.029134017239166,0.0,7,15,19,22,35,150,180,200,1300,1300,1300
GET,/api/audio/levels,4966,0,10,62.333628030390145,1.53452402446419,1309.4227639958262,77.03926701570681,16.029134017239166,0.0,10,21,63,96,160,190,320,1200,1300,1300,1300
GET,/api/audio/levels (during plugin swap),1240,0,10,64.29281401449829,1.5721969539299607,1298.7376680830494,77.09919354838709,4.002441840792703,0.0,10,23,65,97,160,200,1000,1200,1300,1300,1300
GET,/api/audio/levels/plugins,1240,0,6,14.913799945685652,1.4897770015522838,1342.3058059997857,20.678225806451614,4.002441840792703,0.0,6,11,15,16,21,30,120,140,1300,1300,1300
GET,/api/audio/status,3696,0,5,12.420765161176627,1.5238210326060653,1259.1678659664467,303.0175865800866,11.929858906104704,0.0,5,10,13,15,20,26,110,130,280,1300,1300
GET,/api/chains/,64,0,13,44.4865199533524,2.089375047944486,302.3143840255216,1478.296875,0.20657764339575244,0.0,13,20,31,80,140,170,300,300,300,300,300
GET,/api/chains/{id},3696,0,10,66.22187269348107,1.9238220993429422,1318.3924700133502,808.8219696969697,11.929858906104704,0.0,10,21,60,94,160,190,1100,1200,1300,1300,1300
POST,/api/chains/{id}/activate,3696,0,9,28.048080295956545,1.778690959326923,1260.2180039975792,54.29112554112554,11.929858906104704,0.0,9,17,22,25,41,160,180,220,1200,1300,1300
POST,/api/chains/{id}/deactivate,3696,0,5,11.168934387935767,1.7843160312622786,1286.3739950116724,61.25595238095238,11.929858906104704,0.0,5,9,12,13,18,23,75,140,230,1300,1300
POST,/api/plugins/batch/parameters (500 updates),2415,0,19,72.74216126075002,5.447239032946527,1365.1708320248872,866.7084886128364,7.795078262511596,0.0,19,29,67,97,180,220,590,1200,1300,1400,1400
GET,/api/plugins/discover,64,0,28,37.74846755004546,12.908800039440393,155.31902690418065,89708.0,0.20657764339575244,0.0,28,34,39,40,50,130,150,160,160,160,160
GET,/api/plugins/list,64,0,11,26.758709516798262,1.6044959193095565,192.37323594279587,72.953125,0.20657764339575244,0.0,12,19,23,25,43,160,190,190,190,190,190
POST,/api/plugins/load?uri,1240,0,9,27.247921995078816,1.882247976027429,1273.1857750331983,2365.0354838709677,4.002441840792703,0.0,9,16,21,23,39,160,180,220,1300,1300,1300
POST,/api/plugins/unload?uri,1240,0,6,11.376013485207823,1.7920680111274123,222.2753749229014,127.18790322580645,4.002441840792703,0.0,6,10,12,14,19,25,110,130,200,220,220
,Aggregated,32283,0,9,37.10668646731045,1.4897770015522838,1365.1708320248872,502.69113775051886,104.20228221476681,0.0,9,15,20,24,110,160,210,320,1300,1300,1400
