Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/audio/levels (during plugin swap),1,0,8.182567999028834,8.182567999028834,8.182567999028834,8.182567999028834,73.0,1.0783888690772936,0.0,8,8,8,8,8,8,8,8,8,8,8
GET,/api/audio/status,2,0,2,39.32849949978845,1.8282780001754873,76.82872099940141,168.0,2.156777738154587,0.0,77,77,77,77,77,77,77,77,77,77,77
GET,/api/chains/,3,0,140.0,154.11745833322735,129.64732900036324,195.8881480004493,1451.0,3.2351666072318808,0.0,140,140,200,200,200,200,200,200,200,200,200
GET,/api/chains/{id},2,0,30,103.44042050019198,29.748212999038515,177.13262800134544,331.0,2.156777738154587,0.0,180,180,180,180,180,180,180,180,180,180,180
POST,/api/chains/{id}/activate,2,0,17,57.43410600007337,16.929167999478523,97.93904400066822,35.0,2.156777738154587,0.0,98,98,98,98,98,98,98,98,98,98,98
POST,/api/chains/{id}/deactivate,2,0,6,203.91710649982997,5.503846999999951,402.33036599966,37.0,2.156777738154587,0.0,400,400,400,400,400,400,400,400,400,400,400
GET,/api/plugins/discover,3,0,22,24.58575633257472,21.479439999893657,30.200145998605876,85406.33333333333,3.2351666072318808,0.0,22,22,30,30,30,30,30,30,30,30,30
GET,/api/plugins/list,3,0,7,11.004734333255328,4.723333000583807,21.34771999953955,23.0,3.2351666072318808,0.0,7,7,21,21,21,21,21,21,21,21,21
,Aggregated,18,0,22,76.97481555533159,1.8282780001754873,402.33036599966,14547.555555555555,19.410999643391285,0.0,30,77,130,140,200,400,400,400,400,400,400
