Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/audio/latency,51,51,8000.891325000339,8001.650879823463,8000.891325000339,8003.650001001006,0.0,0.16473382889864976,0.16473382889864976,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000
GET,/api/audio/levels,52,52,8001.055904000168,8001.702929038505,8001.055904000168,8002.981106999869,0.0,0.1679639039750939,0.1679639039750939,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000
GET,/api/audio/levels (during plugin swap),16,15,8000.0,7502.916783624869,19.74545800112537,8002.903999999035,4.5625,0.05168120122310581,0.048451126146661694,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000
GET,/api/audio/levels/plugins,5,5,8000.986491999356,8001.471805999972,8000.986491999356,8001.852446999692,0.0,0.016150375382220566,0.016150375382220566,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000
GET,/api/audio/status,7,5,8000.0,5715.898327285946,2.0236849995853845,8001.836102001107,48.0,0.022610525535108793,0.016150375382220566,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000
GET,/api/chains/,82,78,8000.0,7616.870242329373,6.450727998526418,8002.977324000312,70.78048780487805,0.26486615626841725,0.2519458559626408,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000
GET,/api/chains/{id},8,6,8000.0,6008.358439874883,18.42545499857806,8001.931435001097,167.5,0.025840600611552904,0.01938045045866468,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000
POST,/api/chains/{id}/activate,7,5,8000.0,5717.816933142655,7.6438690011855215,8002.112632999342,10.0,0.022610525535108793,0.016150375382220566,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000
POST,/api/chains/{id}/deactivate,7,5,8000.0,5716.975117714225,3.023137998752645,8002.49080300091,10.571428571428571,0.022610525535108793,0.016150375382220566,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000
GET,/api/plugins/discover,77,73,8000.0,7586.957564870127,11.264807999395998,8003.876038999806,4436.688311688312,0.2487157808861967,0.23579548058042027,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000
GET,/api/plugins/list,78,74,8000.0,7591.757107961596,1.3121329993737163,8004.332909998993,1.1794871794871795,0.2519458559626408,0.23902555565686437,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000
POST,/api/plugins/load?uri,5,5,8001.278998000998,8002.8815072000725,8001.278998000998,8008.135075999235,0.0,0.016150375382220566,0.016150375382220566,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000
POST,/api/plugins/unload?uri,5,5,8001.215580001372,8001.554779000435,8001.215580001372,8002.205905000665,0.0,0.016150375382220566,0.016150375382220566,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000
,Aggregated,400,379,8000.0,7583.267007832532,1.3121329993737163,8008.135075999235,873.535,1.2920300305776453,1.224198453972319,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000
