Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/audio/latency,1177,0,2,17.24653918011032,1.0267750003549736,1034.433042997989,33.08836023789295,16.979644932130597,0.0,2,3,7,9,25,81,300,340,430,1000,1000
GET,/api/audio/levels,1177,0,4,42.64310902034978,1.0642130000633188,1122.8824099998747,76.42395921835174,16.979644932130597,0.0,4,8,11,16,67,230,920,1000,1100,1100,1100
GET,/api/audio/levels (during plugin swap),307,0,3,45.95725527681173,1.0583909970591776,1132.417089997034,76.13355048859935,4.428845364625398,0.0,3,9,13,18,160,260,340,990,1100,1100,1100
GET,/api/audio/levels/plugins,307,0,2,12.240160491777484,1.0451259986439254,365.12994499935303,19.97068403908795,4.428845364625398,0.0,2,3,5,7,17,23,150,320,370,370,370
GET,/api/audio/status,917,0,2,15.897667935699554,1.0477460018591955,1109.161079999467,168.02835332606324,13.22883126827847,0.0,2,3,5,7,16,23,320,340,1100,1100,1100
GET,/api/chains/,42,0,8,41.32828088101329,1.4142800027912017,284.3269010008953,1448.0238095238096,0.6059006687761131,0.0,8,14,60,75,130,250,280,280,280,280,280
GET,/api/chains/{id},918,0,3,41.509081288663936,1.2273779975657817,1117.5197880002088,500.90958605664486,13.2432574746779,0.0,3,8,12,16,68,220,910,1000,1100,1100,1100
POST,/api/chains/{id}/activate,918,0,4,18.955256088236652,1.176350997411646,1036.1605870020867,53.0479302832244,13.2432574746779,0.0,4,6,9,12,24,85,310,350,1000,1000,1000
POST,/api/chains/{id}/deactivate,913,0,2,11.676014549928702,1.183812000817852,1137.2264670026198,61.258488499452355,13.171126442680745,0.0,2,3,4,6,15,20,86,330,1100,1100,1100
POST,/api/plugins/batch/parameters (500 updates),609,0,8,47.58593768635823,2.739354000368621,1134.7870520003198,953.7192118226601,8.78555969725364,0.0,8,13,19,23,80,240,370,1000,1100,1100,1100
GET,/api/plugins/discover,42,0,18,40.08264516665977,11.059404001571238,306.9335649997811,85406.02380952382,0.6059006687761131,0.0,19,25,29,32,37,300,310,310,310,310,310
GET,/api/plugins/list,42,0,2,47.68287504772334,1.157198999862885,1006.7570299979707,46.142857142857146,0.6059006687761131,0.0,3,5,9,19,46,310,1000,1000,1000,1000,1000
POST,/api/plugins/load?uri,307,0,3,22.445080390907044,1.252794998436002,1124.6547699993243,2234.4788273615636,4.428845364625398,0.0,3,4,10,12,25,81,350,360,1100,1100,1100
POST,/api/plugins/unload?uri,307,0,2,12.326355319334507,1.1910829998669215,1022.8903060015,108.28338762214983,4.428845364625398,0.0,2,3,5,7,15,19,27,340,1000,1000,1000
,Aggregated,7983,0,3,26.829256360523303,1.0267750003549736,1137.2264670026198,729.9004133784291,115.16440568665979,0.0,3,6,9,12,25,110,320,400,1100,1100,1100
