Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/audio/latency,16,13,8000.0,6502.41299112497,1.3250620013423031,8003.038926000954,6.1875,0.1733499064607599,0.14084679899936742,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000
GET,/api/audio/levels,19,16,8000.0,6740.543540368411,1.358987999992678,8002.859340000214,11.526315789473685,0.20585301392215238,0.1733499064607599,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000
GET,/api/audio/levels (during plugin swap),4,3,8000.0,6001.654483000038,1.3466050004353747,8002.666981999937,18.25,0.043337476615189975,0.03250310746139248,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000
GET,/api/audio/levels/plugins,2,2,8001.328779000687,8001.487256000473,8001.328779000687,8001.6457330002595,0.0,0.021668738307594988,0.021668738307594988,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000
GET,/api/audio/status,1,1,8001.513444000011,8001.513444000011,8001.513444000011,8001.513444000011,0.0,0.010834369153797494,0.010834369153797494,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000
GET,/api/chains/,25,23,8000.0,7400.247266439912,438.6417559999245,8003.127326999675,116.08,0.27085922884493735,0.24919049053734235,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000
GET,/api/chains/{id},2,2,8001.260754001123,8001.80036600068,8001.260754001123,8002.339978000236,0.0,0.021668738307594988,0.021668738307594988,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000
POST,/api/chains/{id}/activate,2,2,8001.851405000707,8002.034479000031,8001.851405000707,8002.217552999355,0.0,0.021668738307594988,0.021668738307594988,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000
POST,/api/chains/{id}/deactivate,1,1,8001.9930389989895,8001.9930389989895,8001.9930389989895,8001.9930389989895,0.0,0.010834369153797494,0.010834369153797494,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000
GET,/api/plugins/discover,23,21,8000.0,7310.740889348145,22.881221999341506,8005.5154750007205,7426.652173913043,0.24919049053734235,0.22752175222974735,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000
GET,/api/plugins/list,24,22,8000.0,7336.075364041791,3.039352000996587,8005.122991999087,1.9166666666666667,0.26002485969113986,0.23835612138354487,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000
POST,/api/plugins/load?uri,2,2,8001.32939300056,8001.575169500029,8001.32939300056,8001.820945999498,0.0,0.021668738307594988,0.021668738307594988,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000
POST,/api/plugins/unload?uri,2,2,8001.737505999699,8001.77154999983,8001.737505999699,8001.805593999961,0.0,0.021668738307594988,0.021668738307594988,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000
,Aggregated,123,110,8000.0,7165.49128482934,1.3250620013423031,8005.5154750007205,1415.8699186991869,1.3326274059170917,1.1917806069177244,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000
