Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/audio/latency,1074,0,10,23.724839551108968,1.7488960875198245,421.2388260057196,33.0,15.519274581907114,0.0,10,17,20,23,37,170,180,240,280,420,420
GET,/api/audio/levels,1074,0,13,69.71022093172569,1.8015020759776235,1279.3667929945514,76.90968342644321,15.519274581907114,0.0,13,25,61,91,160,210,1100,1200,1300,1300,1300
GET,/api/audio/levels (during plugin swap),257,0,13,73.0950883444732,1.8672420410439372,1248.6227579647675,76.69260700389106,3.7136439176444394,0.0,13,26,71,100,180,220,1100,1200,1200,1200,1200
GET,/api/audio/levels/plugins,257,0,8,16.411450540226546,1.7756660236045718,210.46924404799938,20.525291828793776,3.7136439176444394,0.0,8,14,16,17,23,72,160,170,210,210,210
GET,/api/audio/status,752,0,8,14.704114733483058,1.74287601839751,306.4645481063053,303.0345744680851,10.866382202601628,0.0,8,13,17,19,25,36,86,180,310,310,310
GET,/api/chains/,55,0,20,125.65728728236122,2.441809978336096,1266.4346509845927,1478.2363636363636,0.7947486983285765,0.0,20,87,160,190,430,460,1100,1300,1300,1300,1300
GET,/api/chains/{id},754,0,15,75.06254546724715,2.1435479866340756,1285.591093939729,804.8885941644562,10.895282155268122,0.0,15,36,78,110,180,210,1100,1200,1300,1300,1300
POST,/api/chains/{id}/activate,754,25,15,32.7468649340628,2.0521850092336535,1315.9065779764205,75.08620689655173,10.895282155268122,0.36124940833117114,15,21,26,32,49,170,200,230,1300,1300,1300
POST,/api/chains/{id}/deactivate,752,2,7,16.72154546008158,2.0282140467315912,1264.452150091529,62.735372340425535,10.866382202601628,0.028899952666493693,7,11,14,16,20,41,140,200,1300,1300,1300
POST,/api/plugins/batch/parameters (500 updates),431,0,25,70.28977313508948,5.748694995418191,1238.6013260111213,848.4617169373549,6.227939799629391,0.0,25,43,89,120,180,240,280,490,1200,1200,1200
GET,/api/plugins/discover,55,0,33,47.42428386922587,13.45750002656132,171.55159101821482,89708.0,0.7947486983285765,0.0,33,42,50,55,140,170,170,170,170,170,170
GET,/api/plugins/list,55,0,19,60.318458552302964,1.9019519677385688,1260.1326630683616,88.81818181818181,0.7947486983285765,0.0,19,24,38,55,160,190,190,1300,1300,1300,1300
POST,/api/plugins/load?uri,257,0,13,33.10781006487485,2.135409042239189,1300.1835549948737,2445.11673151751,3.7136439176444394,0.0,13,19,22,26,64,180,200,260,1300,1300,1300
POST,/api/plugins/unload?uri,257,0,6,12.98420784581844,2.0269210217520595,162.98608400393277,126.76653696498055,3.7136439176444394,0.0,6,10,14,15,19,29,130,140,160,160,160
,Aggregated,6784,27,12,41.75270781516307,1.74287601839751,1315.9065779764205,1050.7631191037735,98.0286394447466,0.39014936099766484,12,18,24,33,120,180,240,430,1300,1300,1300
