Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/audio/latency,1113,0,8,25.1639400037116,1.3726319884881377,1214.2830450320616,33.116801437556155,16.040457798409346,0.0,8,14,20,22,72,150,160,180,1200,1200,1200
GET,/api/audio/levels,1114,0,9,56.16489616540366,1.4439990045502782,1335.1749990833923,76.68761220825853,16.054869710177908,0.0,9,19,40,63,110,150,1100,1200,1300,1300,1300
GET,/api/audio/levels (during plugin swap),295,0,10,45.533882860504725,1.461962005123496,1320.3735640272498,76.21694915254237,4.251513971725748,0.0,10,20,31,54,98,140,350,1200,1300,1300,1300
GET,/api/audio/levels/plugins,295,0,6,13.995915113048532,1.4257309958338737,186.2008209573105,20.2135593220339,4.251513971725748,0.0,6,10,14,16,21,25,150,180,190,190,190
GET,/api/audio/status,825,0,5,14.706919546182634,1.418870990164578,1349.7448679991066,303.01575757575756,11.889827209063533,0.0,5,10,13,16,22,27,140,170,1300,1300,1300
GET,/api/chains/,60,0,15,47.14154386698889,2.1088250214233994,236.36983695905656,1478.2166666666667,0.8647147061137115,0.0,15,62,80,97,120,230,240,240,240,240,240
GET,/api/chains/{id},825,0,10,51.4121817642202,1.8169789109379053,1343.843493028544,809.7042424242425,11.889827209063533,0.0,10,20,40,69,110,150,260,1200,1300,1300,1300
POST,/api/chains/{id}/activate,825,0,10,28.700128850301333,1.7157490365207195,1215.470868977718,54.42424242424242,11.889827209063533,0.0,10,17,22,25,80,150,170,190,1200,1200,1200
POST,/api/chains/{id}/deactivate,825,0,5,13.271356116500542,1.6637049848213792,1375.983669073321,61.303030303030305,11.889827209063533,0.0,5,9,11,14,20,25,150,170,1400,1400,1400
POST,/api/plugins/batch/parameters (500 updates),505,0,16,70.36935971349035,4.097818047739565,1339.0159519622102,823.2831683168317,7.2780154431237385,0.0,16,27,54,79,160,220,1200,1300,1300,1300,1300
GET,/api/plugins/discover,60,0,24,32.725248856392376,12.630337034352124,153.07929192204028,89708.0,0.8647147061137115,0.0,24,32,35,37,41,110,140,150,150,150,150
GET,/api/plugins/list,60,0,10,45.49218312022276,1.4980609994381666,1211.5301940357313,67.58333333333333,0.8647147061137115,0.0,11,17,20,21,130,160,180,1200,1200,1200,1200
POST,/api/plugins/load?uri,295,0,8,26.582306127805833,1.8342089606449008,1214.543130947277,2336.0542372881355,4.251513971725748,0.0,8,15,19,21,61,150,150,180,1200,1200,1200
POST,/api/plugins/unload?uri,295,0,6,14.376073969543864,1.6909949481487274,184.85904997214675,126.85762711864406,4.251513971725748,0.0,6,10,14,15,20,33,150,170,180,180,180
,Aggregated,7392,0,8,34.15205234955761,1.3726319884881377,1375.983669073321,1052.7259199134198,106.53285179320925,0.0,8,15,20,24,90,140,180,260,1300,1400,1400
