Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/audio/latency,969,0,9,28.20430837390931,1.7517119413241744,1275.378699065186,33.0,14.005286610033965,0.0,9,16,20,24,50,170,190,210,1300,1300,1300
GET,/api/audio/levels,969,0,14,69.62586884142713,1.790110021829605,1258.7576829828322,77.62848297213623,14.005286610033965,0.0,14,28,73,110,170,200,1100,1200,1300,1300,1300
GET,/api/audio/levels (during plugin swap),273,0,16,77.61858574723682,1.8540669698268175,1285.3271960048005,77.04761904761905,3.945761862269631,0.0,16,39,93,120,180,220,1200,1300,1300,1300,1300
GET,/api/audio/levels/plugins,273,0,7,23.32087846996515,1.7706509679555893,1018.3471689233556,20.714285714285715,3.945761862269631,0.0,7,14,18,20,30,120,130,210,1000,1000,1000
GET,/api/audio/status,748,0,7,15.339882021837116,1.7897209618240595,234.86132000107318,303.01737967914437,10.811098435815692,0.0,7,13,16,18,25,38,120,140,230,230,230
GET,/api/chains/,48,0,17,111.35289150843164,2.4410919286310673,1353.589178994298,1478.3541666666667,0.693760327432023,0.0,17,33,100,120,210,470,1400,1400,1400,1400,1400
GET,/api/chains/{id},748,0,15,71.21119997059468,2.2111900616437197,1222.0478960080072,810.6510695187166,10.811098435815692,0.0,15,31,98,130,190,220,340,1200,1200,1200,1200
POST,/api/chains/{id}/activate,748,28,14,36.73911402496898,2.0243560429662466,1279.8507399857044,77.95454545454545,10.811098435815692,0.4046935243353468,14,20,26,34,150,170,190,230,1300,1300,1300
POST,/api/chains/{id}/deactivate,748,1,6,16.44214541158878,2.0204639295116067,402.2365570999682,61.75133689839572,10.811098435815692,0.014453340154833813,7,11,15,18,26,40,130,210,400,400,400
POST,/api/plugins/batch/parameters (500 updates),458,0,22,98.36286916316173,5.791831994429231,1282.5053799897432,908.9279475982532,6.619629790913886,0.0,22,36,87,140,210,270,1200,1300,1300,1300,1300
GET,/api/plugins/discover,48,0,35,55.982324874397214,13.55597609654069,188.57694091275334,89708.0,0.693760327432023,0.0,38,46,55,75,180,190,190,190,190,190,190
GET,/api/plugins/list,48,0,16,27.691001836501528,1.833855058066547,186.33329693693668,73.85416666666667,0.693760327432023,0.0,17,22,25,29,55,140,190,190,190,190,190
POST,/api/plugins/load?uri,273,0,12,27.606941317805113,2.2631019819527864,236.80629499722272,2565.644688644689,3.945761862269631,0.0,12,19,24,29,46,170,190,230,240,240,240
POST,/api/plugins/unload?uri,273,0,7,16.116434368799567,2.0217359997332096,296.9889409141615,127.00366300366301,3.945761862269631,0.0,7,12,15,17,24,48,130,240,300,300,300
,Aggregated,6624,29,11,44.26655207662143,1.7517119413241744,1353.589178994298,996.8725845410628,95.73892518561918,0.41914686449018057,11,19,25,34,130,180,230,430,1300,1400,1400
