Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/audio/latency,1066,0,9,31.34891991322252,1.4060119865462184,1005.3409399697557,33.01219512195122,15.399107885074532,0.0,9,18,22,29,140,160,160,180,230,1000,1000
GET,/api/audio/levels,1066,0,11,62.32591702032303,1.419991021975875,1328.6506059812382,77.1829268292683,15.399107885074532,0.0,11,22,65,95,130,180,1100,1200,1300,1300,1300
GET,/api/audio/levels (during plugin swap),279,0,8,63.06200134601297,1.4834649628028274,1329.4727200409397,77.14695340501792,4.030348123767162,0.0,8,20,52,82,130,170,1100,1300,1300,1300,1300
GET,/api/audio/levels/plugins,279,0,5,16.737389329430318,1.4111860655248165,244.7975219693035,20.56989247311828,4.030348123767162,0.0,5,12,15,17,26,110,150,190,240,240,240
GET,/api/audio/status,763,0,6,14.25991065999759,1.4200720470398664,252.89161107502878,303.1363040629096,11.022063148510195,0.0,6,11,15,17,22,39,140,170,250,250,250
GET,/api/chains/,104,0,15,77.57808638024682,1.985507900826633,1334.3316399259493,1478.2884615384614,1.5023519887877592,0.0,16,22,37,61,98,510,940,1300,1300,1300,1300
GET,/api/chains/{id},764,0,10,66.42523850131468,1.8709859577938914,1328.3483020495623,808.3861256544502,11.036508840710077,0.0,10,22,53,77,130,170,1200,1300,1300,1300,1300
POST,/api/chains/{id}/activate,764,0,12,31.973025053605458,1.7297950107604265,369.93197991978377,53.97905759162304,11.036508840710077,0.0,12,20,24,33,140,160,180,200,370,370,370
POST,/api/chains/{id}/deactivate,763,0,5,12.24694210717999,1.703101908788085,191.55314099043608,61.04980340760157,11.022063148510195,0.0,5,10,13,15,20,34,140,150,190,190,190
POST,/api/plugins/batch/parameters (500 updates),444,0,17,75.30988228160192,4.150638938881457,1343.4202540665865,881.9324324324324,6.413887336747742,0.0,17,25,57,96,170,230,1200,1300,1300,1300,1300
GET,/api/plugins/discover,104,0,30,42.13564685442879,12.869994970969856,334.3900569016114,89708.0,1.5023519887877592,0.0,31,36,41,44,65,150,180,180,330,330,330
GET,/api/plugins/list,104,0,8,27.245752519005553,1.4884789707139134,192.28089693933725,62.66346153846154,1.5023519887877592,0.0,9,18,22,24,110,160,190,190,190,190,190
POST,/api/plugins/load?uri,279,0,6,26.912357159105788,1.802070066332817,183.9208910241723,2370.7526881720432,4.030348123767162,0.0,6,17,21,25,130,150,160,160,180,180,180
POST,/api/plugins/unload?uri,279,0,6,12.254462664609768,1.70905701816082,160.50132003147155,127.47670250896057,4.030348123767162,0.0,6,11,14,15,19,25,140,150,160,160,160
,Aggregated,7058,0,9,39.27051929288105,1.4060119865462184,1343.4202540665865,1652.0157268347973,101.95769554676927,0.0,9,17,22,30,110,150,190,330,1300,1300,1300
